proof_audit3_compute_trade_pnl_no_panic_at_boundary	PASS	11.161062
proof_audit3_checked_u128_mul_i128_no_panic_at_boundary	PASS	49.188976
proof_audit2_positive_overflow_no_false_liquidation	PASS	0.6551624
proof_audit2_positive_overflow_equity_conservative	PASS	7.6652937
proof_audit2_funding_rate_clamped	PASS	6.301325
proof_audit2_close_account_structural_safety	PASS	6.2286825
proof_audit_k_pair_chronology_not_inverted	PASS	65.04647
proof_audit_empty_lp_reclaimable	PASS	15.734179
proof_audit_im_uses_exact_raw_equity	PASS	9.756723
proof_audit_fee_sweep_pnl_conservation	PASS	19.197758
proof_property_56_exact_raw_im_approval	PASS	9.994006
proof_property_26_maintenance_vs_im_dual_equity	PASS	100.11317
proof_property_3_oracle_manipulation_haircut_safety	PASS	23.875343
proof_reclaim_empty_account_reclaims_drained_accounts	PASS	20.369583
proof_v1126_min_nonzero_margin_floor	PASS	14.756041
proof_v1126_risk_reducing_fee_neutral	PASS	13.477841
proof_flat_close_shortfall_predicate	PASS	13.3755245
proof_fee_debt_sweep_consumes_released_pnl	PASS	10.349331
proof_phantom_dust_drain_no_revert	PASS	16.492914
proof_buffer_masking_blocked	PASS	2.6877568
proof_risk_reducing_exemption_path	PASS	34.7879
proof_trading_loss_seniority	PASS	30.055561
proof_min_liq_abs_does_not_block_liquidation	PASS	34.085773
proof_reclaim_empty_fee_credit_policy	PASS	75.00017
proof_funding_rate_validated_before_storage	PASS	28.621784
proof_withdraw_simulation_preserves_residual	PASS	43.151188
proof_protected_principal	PASS	6.408781
proof_junior_profit_backing	PASS	52.81618
t13_54_funding_no_mint_asymmetric_a	PASS	3.1650348
t5_23_dust_clearance_guard_safe	PASS	28.893341
t5_22_phantom_dust_total_bound	PASS	0.047904924
t5_21_pnl_rounding_conservative	PASS	0.29426694
t5_21_local_floor_quantity_error_bounded	PASS	1.0083765
t4_23_d_zero_routes_quantity_only	PASS	0.08474694
t4_22_k_overflow_routes_to_absorb	PASS	57.94158
t4_21_precision_exhaustion_zeroes_both_sides	PASS	32.881855
t4_20_bankruptcy_qty_routes_when_d_zero	PASS	4.8745036
t4_19_full_drain_terminal_k_includes_deficit	PASS	0.06752212
t4_18_precision_exhaustion_both_sides_reset	PASS	0.14645293
t4_17_enqueue_adl_preserves_oi_balance_qty_only	PASS	4.348573
proof_flat_negative_resolves_through_insurance	PASS	0.4441482
proof_trade_pnl_is_zero_sum_algebraic	PASS	21.648054
proof_close_account_returns_capital	PASS	64.25199
proof_multiple_deposits_aggregate_correctly	PASS	57.430634
proof_deposit_then_withdraw_roundtrip	PASS	16.166893
proof_top_up_insurance_preserves_conservation	PASS	139.94012
bounded_margin_withdrawal	PASS	5.908546
bounded_liquidation_conservation	PASS	15.804926
bounded_equity_nonneg_flat	PASS	51.15009
bounded_haircut_ratio_bounded	PASS	9.991844
bounded_trade_conservation	PASS	3.454276
bounded_withdraw_conservation	PASS	30.170826
bounded_deposit_conservation	PASS	175.95651
proof_deposit_nonflat_no_sweep_no_resolve	PASS	8.2209015
proof_keeper_crank_r_last_stores_supplied_rate	PASS	47.006454
proof_partial_liq_health_check_mandatory	PASS	41.799644
proof_deposit_fee_credits_cap	PASS	14.074286
proof_liquidation_policy_validity	PASS	22.196493
proof_partial_liquidation_remainder_nonzero	PASS	40.40285
proof_bilateral_oi_decomposition	PASS	31.879694
proof_positive_conversion_denominator	PASS	34.506912
proof_top_up_insurance_rejects_stale_slot	PASS	10.529657
proof_top_up_insurance_now_slot	PASS	3.484481
proof_deposit_sweep_when_pnl_nonneg	PASS	13.2874565
proof_deposit_sweep_pnl_guard	PASS	16.82421
proof_deposit_no_insurance_draw	PASS	23.375498
proof_accrue_mark_still_works	PASS	20.935139
proof_accrue_no_funding_when_rate_zero	PASS	65.70956
proof_funding_price_basis_timing	PASS	6.632049
proof_funding_substep_large_dt	PASS	13.7407255
proof_funding_skip_zero_oi_both	PASS	10.031903
proof_funding_skip_zero_oi_long	PASS	7.9908996
proof_funding_skip_zero_oi_short	PASS	7.6518617
proof_funding_floor_not_truncation	PASS	8.110804
proof_funding_sign_and_floor	PASS	13.789149
proof_funding_rate_bound_rejected	PASS	31.190979
proof_funding_rate_accepted_in_accrue	PASS	4.248646
proof_effective_pos_q_does_not_panic	FAIL	5.5153127
proof_risk_notional_from_eff_q_does_not_panic	FAIL	2.2389429
proof_trade_open_raw_g_num_does_not_panic	FAIL	2.6678953
proof_l2_catchup_complete_advances_to_now_slot	PASS	2.577011
proof_l2_catchup_partial_preserves_conservation	PASS	7.6747813
proof_l3e_phantom_dust_bound_respects_side_cap	PASS	9.480392
proof_l3d_advance_profit_warmup_promotion_preserves_horizon_bounds	PASS	2.1199741
proof_l3c_empty_sweep_produces_v_equals_i	PASS	41.973427
proof_l3b_begin_full_drain_reset_snapshots_correctly	PASS	2.2181993
proof_l3a_prepare_resolved_touch_preserves_matured	PASS	3.3436632
proof_h5_cursor_wrap_unlocks_fast_lane	FAIL	23.237057
proof_h4_market_slot_advance_requires_real_signal	PASS	54.728683
proof_h3_set_pnl_with_reserve_matured_le_pos	PASS	7.0789957
proof_h2_finalize_preserves_conservation	PASS	29.877184
proof_h1_cursor_wrap_implies_real_volatility_absorption	FAIL	15.430486
proof_advance_profit_warmup_does_not_panic	FAIL	15.825313
